predictor,coefficient,std_err,t_value,p_value,ci_lower,ci_upper
const,48.69788250553866,4.976527852303162,9.785513906648998,3.271426066002994e-20,38.911256396607484,58.48450861446983
flood_events_count,1.0059933808426051,0.3443908540046306,2.9210804211109473,0.0037075235662899293,0.3287291067325,1.6832576549527103
country_Germany,-9.233097188839325,3.2908186568016924,-2.80571436829426,0.005292520059580567,-15.70467993533358,-2.76151444234507
year_trend,-0.1670416464277276,0.07274832827833708,-2.296157868928915,0.022239175714111076,-0.3101053868587935,-0.023977905996661664
deforestation_rate,2.9241218320679434,1.4673596790915684,1.9927778265505058,0.04703828262611692,0.03847525823347819,5.809768405902409
renewable_energy_share,-0.17822399649283083,0.09021618567423105,-1.975521300982446,0.048970272347210894,-0.3556392756535806,-0.0008087173320810437
country_Brazil,-6.779040620926935,3.4346641947672247,-1.9737127813702808,0.04917656709344844,-13.533503829318978,-0.02457741253489143
